# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),E_total (J),E_anis (J),E_exch (J),E_demag (J),E_Zeeman (J)
0,0.488568661,-1.62E-09,0,0.11400001,0,0,-9.63E-17,0,1.78E-19,1.30E-17,-1.10E-16
0,0.488583018,-1.36E-09,0,0.115,0,0,-9.73E-17,0,1.77E-19,1.30E-17,-1.10E-16
0,0.488597253,-9.41E-10,0,0.116,0,0,-9.82E-17,0,1.75E-19,1.30E-17,-1.11E-16
0,0.488611271,-1.83E-09,0,0.11699999,0,0,-9.92E-17,0,1.73E-19,1.30E-17,-1.12E-16
0,0.488625026,-1.50E-09,0,0.118000016,0,0,-1.00E-16,0,1.71E-19,1.30E-17,-1.13E-16
0,0.488638682,-4.94E-10,0,0.11900001,0,0,-1.01E-16,0,1.70E-19,1.31E-17,-1.14E-16
0,0.488652108,-1.33E-09,0,0.12,0,0,-1.02E-16,0,1.68E-19,1.31E-17,-1.15E-16
0,0.488665363,-2.53E-09,0,0.121,0,0,-1.03E-16,0,1.66E-19,1.31E-17,-1.16E-16
0,0.488678421,-2.19E-09,0,0.121999994,0,0,-1.04E-16,0,1.65E-19,1.31E-17,-1.17E-16
0,0.488691259,-2.04E-09,0,0.12300001,0,0,-1.05E-16,0,1.63E-19,1.31E-17,-1.18E-16
0,0.48870397,-1.26E-09,0,0.124000005,0,0,-1.06E-16,0,1.61E-19,1.31E-17,-1.19E-16
0,0.48871647,-1.96E-09,0,0.125,0,0,-1.07E-16,0,1.60E-19,1.31E-17,-1.20E-16
0,0.488728827,-1.32E-09,0,0.126,0,0,-1.08E-16,0,1.58E-19,1.31E-17,-1.21E-16
0,0.488740974,-2.06E-09,0,0.12699999,0,0,-1.09E-16,0,1.57E-19,1.31E-17,-1.22E-16
0,0.488752999,-1.36E-09,0,0.128,0,0,-1.10E-16,0,1.55E-19,1.31E-17,-1.23E-16
0,0.488764857,-1.86E-09,0,0.129,0,0,-1.11E-16,0,1.54E-19,1.31E-17,-1.24E-16
0,0.488776568,-2.30E-09,0,0.13,0,0,-1.12E-16,0,1.52E-19,1.31E-17,-1.25E-16
0,0.488788083,-8.59E-10,0,0.131,0,0,-1.13E-16,0,1.51E-19,1.31E-17,-1.26E-16
0,0.488799476,-1.30E-09,0,0.13199998,0,0,-1.14E-16,0,1.49E-19,1.31E-17,-1.27E-16
0,0.488810692,-1.45E-09,0,0.133,0,0,-1.15E-16,0,1.48E-19,1.31E-17,-1.28E-16
0,0.488821746,-1.71E-09,0,0.134,0,0,-1.16E-16,0,1.47E-19,1.31E-17,-1.29E-16
0,0.488832742,-2.36E-09,0,0.135,0,0,-1.16E-16,0,1.45E-19,1.31E-17,-1.30E-16
0,0.488843502,-2.36E-09,0,0.13600002,0,0,-1.17E-16,0,1.44E-19,1.31E-17,-1.31E-16
0,0.488854135,-1.23E-09,0,0.13699998,0,0,-1.18E-16,0,1.43E-19,1.31E-17,-1.32E-16
0,0.488864621,-1.33E-09,0,0.138,0,0,-1.19E-16,0,1.41E-19,1.31E-17,-1.33E-16
0,0.48887496,-2.30E-09,0,0.139,0,0,-1.20E-16,0,1.40E-19,1.31E-17,-1.34E-16
0,0.488885226,-1.67E-09,0,0.14,0,0,-1.21E-16,0,1.39E-19,1.31E-17,-1.35E-16
0,0.488895295,-1.16E-09,0,0.14100002,0,0,-1.22E-16,0,1.37E-19,1.32E-17,-1.36E-16
0,0.488905262,-1.05E-09,0,0.142,0,0,-1.23E-16,0,1.36E-19,1.32E-17,-1.36E-16
0,0.488915091,-1.59E-09,0,0.143,0,0,-1.24E-16,0,1.35E-19,1.32E-17,-1.37E-16
0,0.488924793,-9.63E-10,0,0.144,0,0,-1.25E-16,0,1.34E-19,1.32E-17,-1.38E-16
0,0.488934377,-1.79E-09,0,0.145,0,0,-1.26E-16,0,1.33E-19,1.32E-17,-1.39E-16
0,0.488943805,-1.52E-09,0,0.14600001,0,0,-1.27E-16,0,1.31E-19,1.32E-17,-1.40E-16
0,0.488953164,-1.94E-09,0,0.147,0,0,-1.28E-16,0,1.30E-19,1.32E-17,-1.41E-16
0,0.488962361,-1.56E-09,0,0.148,0,0,-1.29E-16,0,1.29E-19,1.32E-17,-1.42E-16
0,0.48897147,-1.64E-09,0,0.149,0,0,-1.30E-16,0,1.28E-19,1.32E-17,-1.43E-16
